Time (Seconds),Phase Error (ns),Frequency Error (ns/ns),Temperature (deg C),Regression,Residual,,Aging Factor (1/s),Temperature Dependence (1/degC),Offset
79104,1264.654231,1.46E-11,25.88365603,1.45551E-11,0.00E+00,,3.472E-16,-6E-11,1.46E-11
79114,1264.799979,1.46E-11,25.88350288,1.45678E-11,-7.11E-15,,,,
79124,1264.945926,1.46E-11,25.88335,1.45804E-11,-1.43E-14,,,,
79134,1265.092071,1.46E-11,25.88319738,1.4593E-11,-2.14E-14,,,,
79144,1265.238412,1.46E-11,25.88304503,1.46057E-11,-2.85E-14,,,,
79154,1265.384952,1.47E-11,25.88289295,1.46183E-11,-3.57E-14,,,,
79164,1265.531688,1.47E-11,25.88274113,1.46308E-11,-4.27E-14,,,,
79174,1265.678619,1.47E-11,25.88258958,1.46434E-11,-4.98E-14,,,,
79184,1265.825748,1.47E-11,25.88243829,1.46559E-11,-5.69E-14,,,,
79194,1265.973073,1.47E-11,25.88228727,1.46685E-11,-6.40E-14,,,,
79204,1266.120593,1.48E-11,25.88213651,1.4681E-11,-7.11E-14,,,,
79214,1266.268309,1.48E-11,25.88198602,1.46935E-11,-7.81E-14,,,,
79224,1266.41622,1.48E-11,25.88183578,1.4706E-11,-8.51E-14,,,,
79234,1266.564327,1.48E-11,25.88168581,1.47185E-11,-9.22E-14,,,,
79244,1266.712627,1.48E-11,25.8815361,1.47309E-11,-9.91E-14,,,,
79254,1266.861122,1.48E-11,25.88138666,1.47434E-11,-1.06E-13,,,,
79264,1267.009812,1.49E-11,25.88123747,1.47558E-11,-1.13E-13,,,,
79274,1267.158695,1.49E-11,25.88108855,1.47682E-11,-1.20E-13,,,,
79284,1267.307771,1.49E-11,25.88093989,1.47806E-11,-1.27E-13,,,,
79294,1267.457041,1.49E-11,25.88079149,1.47929E-11,-1.34E-13,,,,
79304,1267.606504,1.49E-11,25.88064334,1.48053E-11,-1.41E-13,,,,
79314,1267.75616,1.50E-11,25.88049546,1.48177E-11,-1.48E-13,,,,
79324,1267.906009,1.50E-11,25.88034784,1.483E-11,-1.55E-13,,,,
79334,1268.056049,1.50E-11,25.88020047,1.48423E-11,-1.62E-13,,,,
79344,1268.206282,1.50E-11,25.88005337,1.48546E-11,-1.69E-13,,,,
79354,1268.356706,1.50E-11,25.87990652,1.48669E-11,-1.76E-13,,,,
79364,1268.507321,1.51E-11,25.87975993,1.48791E-11,-1.82E-13,,,,
79374,1268.658128,1.51E-11,25.87961359,1.48914E-11,-1.89E-13,,,,
79384,1268.809126,1.51E-11,25.87946751,1.49036E-11,-1.96E-13,,,,
79394,1268.960314,1.51E-11,25.87932169,1.49159E-11,-2.03E-13,,,,
79404.5,1269.119266,1.51E-11,25.87916885,1.49287E-11,-2.10E-13,,,,
79414.5,1269.270844,1.52E-11,25.87902356,1.49409E-11,-2.17E-13,,,,
79424.5,1269.422612,1.52E-11,25.87887852,1.4953E-11,-2.24E-13,,,,
79434.5,1269.574569,1.52E-11,25.87873373,1.49652E-11,-2.30E-13,,,,
79444.5,1269.726716,1.52E-11,25.87858919,1.49773E-11,-2.37E-13,,,,
79454.5,1269.879051,1.52E-11,25.87844492,1.49895E-11,-2.44E-13,,,,
79464.5,1270.031575,1.53E-11,25.87830089,1.50016E-11,-2.51E-13,,,,
79474.5,1270.184288,1.53E-11,25.87815712,1.50137E-11,-2.58E-13,,,,
79484.5,1270.337188,1.53E-11,25.8780136,1.50258E-11,-2.64E-13,,,,
79494.5,1270.490276,1.53E-11,25.87787033,1.50378E-11,-2.71E-13,,,,
79504.5,1270.643553,1.53E-11,25.87772731,1.50499E-11,-2.78E-13,,,,
79514.5,1270.797015,1.53E-11,25.87758455,1.50619E-11,-2.84E-13,,,,
79524.5,1270.950666,1.54E-11,25.87744203,1.50739E-11,-2.91E-13,,,,
79534.5,1271.104502,1.54E-11,25.87729977,1.5086E-11,-2.98E-13,,,,
79544.5,1271.258526,1.54E-11,25.87715776,1.50979E-11,-3.04E-13,,,,
79554.5,1271.412735,1.54E-11,25.877016,1.51099E-11,-3.11E-13,,,,
79564.5,1271.567131,1.54E-11,25.87687448,1.51219E-11,-3.18E-13,,,,
79574.5,1271.721711,1.55E-11,25.87673322,1.51338E-11,-3.24E-13,,,,
79584.5,1271.876478,1.55E-11,25.8765922,1.51458E-11,-3.31E-13,,,,
79594.5,1272.031429,1.55E-11,25.87645144,1.51577E-11,-3.37E-13,,,,
79604.5,1272.186565,1.55E-11,25.87631092,1.51696E-11,-3.44E-13,,,,
79614.5,1272.341886,1.55E-11,25.87617064,1.51815E-11,-3.51E-13,,,,
79624.5,1272.497391,1.56E-11,25.87603062,1.51934E-11,-3.57E-13,,,,
79634.5,1272.653079,1.56E-11,25.87589084,1.52052E-11,-3.64E-13,,,,
79644.5,1272.808952,1.56E-11,25.87575131,1.52171E-11,-3.70E-13,,,,
79654.5,1272.965008,1.56E-11,25.87561202,1.52289E-11,-3.77E-13,,,,
79664.5,1273.121247,1.56E-11,25.87547298,1.52407E-11,-3.83E-13,,,,
79674.5,1273.277669,1.56E-11,25.87533419,1.52525E-11,-3.90E-13,,,,
79684.5,1273.434273,1.57E-11,25.87519564,1.52643E-11,-3.96E-13,,,,
79694.5,1273.59106,1.57E-11,25.87505733,1.52761E-11,-4.03E-13,,,,
79704.5,1273.748028,1.57E-11,25.87491927,1.52878E-11,-4.09E-13,,,,
79714.5,1273.905178,1.57E-11,25.87478145,1.52995E-11,-4.15E-13,,,,
79724.5,1274.06251,1.57E-11,25.87464387,1.53113E-11,-4.22E-13,,,,
79734.5,1274.220023,1.58E-11,25.87450654,1.5323E-11,-4.28E-13,,,,
79744.5,1274.377717,1.58E-11,25.87436945,1.53347E-11,-4.35E-13,,,,
79754.5,1274.535591,1.58E-11,25.8742326,1.53464E-11,-4.41E-13,,,,
79764.5,1274.693646,1.58E-11,25.87409599,1.5358E-11,-4.47E-13,,,,
79774.5,1274.851881,1.58E-11,25.87395963,1.53697E-11,-4.54E-13,,,,
79784.5,1275.010295,1.58E-11,25.8738235,1.53813E-11,-4.60E-13,,,,
79794.5,1275.168889,1.59E-11,25.87368762,1.5393E-11,-4.66E-13,,,,
79804.5,1275.327662,1.59E-11,25.87355197,1.54046E-11,-4.73E-13,,,,
79814.5,1275.486615,1.59E-11,25.87341656,1.54162E-11,-4.79E-13,,,,
79824.5,1275.645745,1.59E-11,25.8732814,1.54277E-11,-4.85E-13,,,,
79834.5,1275.805054,1.59E-11,25.87314647,1.54393E-11,-4.92E-13,,,,
79844.5,1275.964541,1.59E-11,25.87301178,1.54509E-11,-4.98E-13,,,,
79854.5,1276.124206,1.60E-11,25.87287733,1.54624E-11,-5.04E-13,,,,
79864.5,1276.284049,1.60E-11,25.87274311,1.54739E-11,-5.10E-13,,,,
79874.5,1276.444069,1.60E-11,25.87260914,1.54854E-11,-5.17E-13,,,,
79884.5,1276.604266,1.60E-11,25.8724754,1.54969E-11,-5.23E-13,,,,
79894.5,1276.764638,1.60E-11,25.87234189,1.55084E-11,-5.29E-13,,,,
79904.5,1276.925189,1.61E-11,25.87220863,1.55199E-11,-5.35E-13,,,,
79914.5,1277.085915,1.61E-11,25.87207559,1.55313E-11,-5.41E-13,,,,
79924.5,1277.246816,1.61E-11,25.8719428,1.55428E-11,-5.47E-13,,,,
79934.5,1277.407893,1.61E-11,25.87181023,1.55542E-11,-5.53E-13,,,,
79944.5,1277.569146,1.61E-11,25.87167791,1.55656E-11,-5.60E-13,,,,
79954.5,1277.730573,1.61E-11,25.87154581,1.5577E-11,-5.66E-13,,,,
79964.5,1277.892176,1.62E-11,25.87141395,1.55884E-11,-5.72E-13,,,,
79974.5,1278.053952,1.62E-11,25.87128232,1.55998E-11,-5.78E-13,,,,
79984.5,1278.215903,1.62E-11,25.87115093,1.56111E-11,-5.84E-13,,,,
79994.5,1278.378028,1.62E-11,25.87101977,1.56225E-11,-5.90E-13,,,,
80004.5,1278.540326,1.62E-11,25.87088884,1.56338E-11,-5.96E-13,,,,
80014.5,1278.702797,1.62E-11,25.87075814,1.56451E-11,-6.02E-13,,,,
80024.5,1278.865442,1.63E-11,25.87062767,1.56564E-11,-6.08E-13,,,,
80034.5,1279.02826,1.63E-11,25.87049744,1.56677E-11,-6.14E-13,,,,
80044.5,1279.191249,1.63E-11,25.87036743,1.5679E-11,-6.20E-13,,,,
80054.5,1279.354411,1.63E-11,25.87023766,1.56902E-11,-6.26E-13,,,,
80064.5,1279.517745,1.63E-11,25.87010811,1.57015E-11,-6.32E-13,,,,
80074.5,1279.68125,1.64E-11,25.86997879,1.57127E-11,-6.38E-13,,,,
80084.5,1279.844927,1.64E-11,25.8698497,1.57239E-11,-6.44E-13,,,,
80094.5,1280.008774,1.64E-11,25.86972085,1.57351E-11,-6.50E-13,,,,
80104.5,1280.172793,1.64E-11,25.86959221,1.57463E-11,-6.56E-13,,,,
80114.5,1280.336982,1.64E-11,25.86946381,1.57575E-11,-6.61E-13,,,,
80124.5,1280.501342,1.64E-11,25.86933564,1.57687E-11,-6.67E-13,,,,
80134.5,1280.665871,1.65E-11,25.86920769,1.57798E-11,-6.73E-13,,,,
80144.5,1280.83057,1.65E-11,25.86907996,1.57909E-11,-6.79E-13,,,,
80154.5,1280.995438,1.65E-11,25.86895247,1.58021E-11,-6.85E-13,,,,
80164.5,1281.160475,1.65E-11,25.8688252,1.58132E-11,-6.91E-13,,,,
80174.5,1281.325681,1.65E-11,25.86869815,1.58243E-11,-6.96E-13,,,,
80184.5,1281.491055,1.65E-11,25.86857133,1.58353E-11,-7.02E-13,,,,
80194.5,1281.656598,1.66E-11,25.86844473,1.58464E-11,-7.08E-13,,,,
80204.5,1281.822309,1.66E-11,25.86831836,1.58575E-11,-7.14E-13,,,,
80214.5,1281.988187,1.66E-11,25.86819221,1.58685E-11,-7.19E-13,,,,
80224.5,1282.154233,1.66E-11,25.86806629,1.58795E-11,-7.25E-13,,,,
80234.5,1282.320445,1.66E-11,25.86794059,1.58905E-11,-7.31E-13,,,,
80244.5,1282.486825,1.66E-11,25.86781511,1.59015E-11,-7.36E-13,,,,
80254.5,1282.653371,1.67E-11,25.86768985,1.59125E-11,-7.42E-13,,,,
80264.5,1282.820083,1.67E-11,25.86756482,1.59235E-11,-7.48E-13,,,,
80274.5,1282.986962,1.67E-11,25.86744,1.59345E-11,-7.53E-13,,,,
80284.5,1283.154005,1.67E-11,25.86731541,1.59454E-11,-7.59E-13,,,,
80294.5,1283.321215,1.67E-11,25.86719104,1.59563E-11,-7.65E-13,,,,
80304.5,1283.48859,1.67E-11,25.86706689,1.59673E-11,-7.70E-13,,,,
80314.5,1283.656129,1.68E-11,25.86694296,1.59782E-11,-7.76E-13,,,,
80324.5,1283.823833,1.68E-11,25.86681925,1.59891E-11,-7.81E-13,,,,
80334.5,1283.991701,1.68E-11,25.86669575,1.6E-11,-7.87E-13,,,,
80344.5,1284.159733,1.68E-11,25.86657248,1.60108E-11,-7.92E-13,,,,
80354.5,1284.327929,1.68E-11,25.86644942,1.60217E-11,-7.98E-13,,,,
80364.5,1284.496288,1.68E-11,25.86632659,1.60325E-11,-8.03E-13,,,,
80374.5,1284.664811,1.69E-11,25.86620397,1.60434E-11,-8.09E-13,,,,
80384.5,1284.833496,1.69E-11,25.86608156,1.60542E-11,-8.14E-13,,,,
80394.5,1285.002344,1.69E-11,25.86595938,1.6065E-11,-8.20E-13,,,,
80404.5,1285.171354,1.69E-11,25.86583741,1.60758E-11,-8.25E-13,,,,
80414.5,1285.340526,1.69E-11,25.86571565,1.60865E-11,-8.31E-13,,,,
80424.5,1285.50986,1.69E-11,25.86559412,1.60973E-11,-8.36E-13,,,,
80434.5,1285.679355,1.69E-11,25.86547279,1.61081E-11,-8.41E-13,,,,
80444.5,1285.849012,1.70E-11,25.86535169,1.61188E-11,-8.47E-13,,,,
80454.5,1286.018829,1.70E-11,25.86523079,1.61295E-11,-8.52E-13,,,,
80464.5,1286.188807,1.70E-11,25.86511011,1.61402E-11,-8.58E-13,,,,
80474.5,1286.358945,1.70E-11,25.86498965,1.61509E-11,-8.63E-13,,,,
80484.5,1286.529244,1.70E-11,25.86486939,1.61616E-11,-8.68E-13,,,,
80494.5,1286.699702,1.70E-11,25.86474936,1.61723E-11,-8.74E-13,,,,
80504.5,1286.870319,1.71E-11,25.86462953,1.6183E-11,-8.79E-13,,,,
80514.5,1287.041096,1.71E-11,25.86450991,1.61936E-11,-8.84E-13,,,,
80524.5,1287.212031,1.71E-11,25.86439051,1.62042E-11,-8.89E-13,,,,
80534.5,1287.383126,1.71E-11,25.86427132,1.62149E-11,-8.95E-13,,,,
80544.5,1287.554378,1.71E-11,25.86415234,1.62255E-11,-9.00E-13,,,,
80554.5,1287.725789,1.71E-11,25.86403357,1.62361E-11,-9.05E-13,,,,
80564.5,1287.897358,1.72E-11,25.86391501,1.62467E-11,-9.10E-13,,,,
80574.5,1288.069083,1.72E-11,25.86379666,1.62572E-11,-9.15E-13,,,,
80584.5,1288.240966,1.72E-11,25.86367852,1.62678E-11,-9.21E-13,,,,
80594.5,1288.413006,1.72E-11,25.86356059,1.62783E-11,-9.26E-13,,,,
80604.5,1288.585203,1.72E-11,25.86344286,1.62889E-11,-9.31E-13,,,,
80614.5,1288.757556,1.72E-11,25.86332535,1.62994E-11,-9.36E-13,,,,
80624.5,1288.930065,1.73E-11,25.86320804,1.63099E-11,-9.41E-13,,,,
80634.5,1289.10273,1.73E-11,25.86309094,1.63204E-11,-9.46E-13,,,,
80644.5,1289.275551,1.73E-11,25.86297405,1.63309E-11,-9.51E-13,,,,
80654.5,1289.448526,1.73E-11,25.86285737,1.63414E-11,-9.56E-13,,,,
80664.5,1289.621658,1.73E-11,25.86274089,1.63518E-11,-9.61E-13,,,,
80674.5,1289.794943,1.73E-11,25.86262462,1.63623E-11,-9.66E-13,,,,
80684.5,1289.968382,1.73E-11,25.86250855,1.63727E-11,-9.71E-13,,,,
80694.5,1290.141976,1.74E-11,25.86239269,1.63831E-11,-9.76E-13,,,,
80704.5,1290.315724,1.74E-11,25.86227703,1.63935E-11,-9.81E-13,,,,
80714.5,1290.489625,1.74E-11,25.86216158,1.64039E-11,-9.86E-13,,,,
80724.5,1290.66368,1.74E-11,25.86204633,1.64143E-11,-9.91E-13,,,,
80734.5,1290.837888,1.74E-11,25.86193129,1.64247E-11,-9.96E-13,,,,
80744.5,1291.012248,1.74E-11,25.86181645,1.64351E-11,-1.00E-12,,,,
80754.5,1291.186761,1.75E-11,25.86170181,1.64454E-11,-1.01E-12,,,,
80764.5,1291.361426,1.75E-11,25.86158737,1.64558E-11,-1.01E-12,,,,
80774.5,1291.536242,1.75E-11,25.86147314,1.64661E-11,-1.02E-12,,,,
80784.5,1291.71121,1.75E-11,25.86135911,1.64764E-11,-1.02E-12,,,,
80794.5,1291.88633,1.75E-11,25.86124528,1.64867E-11,-1.03E-12,,,,
80804.5,1292.061601,1.75E-11,25.86113165,1.6497E-11,-1.03E-12,,,,
80814.5,1292.237022,1.75E-11,25.86101822,1.65073E-11,-1.03E-12,,,,
80824.5,1292.412594,1.76E-11,25.86090499,1.65175E-11,-1.04E-12,,,,
80834.5,1292.588317,1.76E-11,25.86079196,1.65278E-11,-1.04E-12,,,,
80844.5,1292.764189,1.76E-11,25.86067913,1.6538E-11,-1.05E-12,,,,
80854.5,1292.94021,1.76E-11,25.86056651,1.65483E-11,-1.05E-12,,,,
80864.5,1293.116381,1.76E-11,25.86045407,1.65585E-11,-1.06E-12,,,,
80874.5,1293.292701,1.76E-11,25.86034184,1.65687E-11,-1.06E-12,,,,
80884.5,1293.46917,1.76E-11,25.86022981,1.65789E-11,-1.07E-12,,,,
80894.5,1293.645788,1.77E-11,25.86011797,1.65891E-11,-1.07E-12,,,,
80904.5,1293.822553,1.77E-11,25.86000633,1.65992E-11,-1.08E-12,,,,
80914.5,1293.999467,1.77E-11,25.85989489,1.66094E-11,-1.08E-12,,,,
80924.5,1294.176528,1.77E-11,25.85978364,1.66195E-11,-1.09E-12,,,,
80934.5,1294.353737,1.77E-11,25.85967259,1.66297E-11,-1.09E-12,,,,
80944.5,1294.531092,1.77E-11,25.85956174,1.66398E-11,-1.10E-12,,,,
80954.5,1294.708596,1.78E-11,25.85945108,1.66499E-11,-1.10E-12,,,,
80964.5,1294.886244,1.78E-11,25.85934062,1.666E-11,-1.10E-12,,,,
80974.5,1295.06404,1.78E-11,25.85923035,1.66701E-11,-1.11E-12,,,,
80984.5,1295.241981,1.78E-11,25.85912027,1.66802E-11,-1.11E-12,,,,
80994.5,1295.420068,1.78E-11,25.85901039,1.66902E-11,-1.12E-12,,,,
81004.5,1295.598301,1.78E-11,25.8589007,1.67003E-11,-1.12E-12,,,,
81014.5,1295.776679,1.78E-11,25.85879121,1.67103E-11,-1.13E-12,,,,
81024.5,1295.955202,1.79E-11,25.85868191,1.67204E-11,-1.13E-12,,,,
81034.5,1296.133869,1.79E-11,25.8585728,1.67304E-11,-1.14E-12,,,,
81044.5,1296.312681,1.79E-11,25.85846388,1.67404E-11,-1.14E-12,,,,
81054.5,1296.491637,1.79E-11,25.85835516,1.67504E-11,-1.15E-12,,,,
81064.5,1296.670736,1.79E-11,25.85824662,1.67604E-11,-1.15E-12,,,,
81074.5,1296.849979,1.79E-11,25.85813828,1.67703E-11,-1.15E-12,,,,
81084.5,1297.029366,1.79E-11,25.85803013,1.67803E-11,-1.16E-12,,,,
81094.5,1297.208895,1.80E-11,25.85792216,1.67902E-11,-1.16E-12,,,,
81104.5,1297.388567,1.80E-11,25.85781439,1.68002E-11,-1.17E-12,,,,
81114.5,1297.568381,1.80E-11,25.85770681,1.68101E-11,-1.17E-12,,,,
81124.5,1297.748337,1.80E-11,25.85759941,1.682E-11,-1.18E-12,,,,
81134.5,1297.928436,1.80E-11,25.8574922,1.68299E-11,-1.18E-12,,,,
81144.5,1298.108675,1.80E-11,25.85738519,1.68398E-11,-1.18E-12,,,,
81154.5,1298.289057,1.80E-11,25.85727836,1.68497E-11,-1.19E-12,,,,
81164.5,1298.469579,1.81E-11,25.85717171,1.68596E-11,-1.19E-12,,,,
81174.5,1298.650242,1.81E-11,25.85706526,1.68694E-11,-1.20E-12,,,,
81184.5,1298.831045,1.81E-11,25.85695899,1.68793E-11,-1.20E-12,,,,
81194.5,1299.011989,1.81E-11,25.85685291,1.68891E-11,-1.21E-12,,,,
81204.5,1299.193072,1.81E-11,25.85674701,1.68989E-11,-1.21E-12,,,,
81214.5,1299.374295,1.81E-11,25.8566413,1.69088E-11,-1.21E-12,,,,
81224.5,1299.555658,1.81E-11,25.85653578,1.69186E-11,-1.22E-12,,,,
81234.5,1299.737159,1.82E-11,25.85643043,1.69284E-11,-1.22E-12,,,,
81244.5,1299.9188,1.82E-11,25.85632528,1.69381E-11,-1.23E-12,,,,
81254.5,1300.100579,1.82E-11,25.85622031,1.69479E-11,-1.23E-12,,,,
81264.5,1300.282496,1.82E-11,25.85611552,1.69577E-11,-1.23E-12,,,,
81274.5,1300.464551,1.82E-11,25.85601091,1.69674E-11,-1.24E-12,,,,
81284.5,1300.646744,1.82E-11,25.85590649,1.69772E-11,-1.24E-12,,,,
81294.5,1300.829075,1.82E-11,25.85580225,1.69869E-11,-1.25E-12,,,,
81304.5,1301.011542,1.82E-11,25.8556982,1.69966E-11,-1.25E-12,,,,
81314.5,1301.194146,1.83E-11,25.85559432,1.70063E-11,-1.25E-12,,,,
81324.5,1301.376887,1.83E-11,25.85549063,1.7016E-11,-1.26E-12,,,,
81334.5,1301.559765,1.83E-11,25.85538712,1.70257E-11,-1.26E-12,,,,
81344.5,1301.742778,1.83E-11,25.85528379,1.70353E-11,-1.27E-12,,,,
81354.5,1301.925927,1.83E-11,25.85518064,1.7045E-11,-1.27E-12,,,,
81364.5,1302.109212,1.83E-11,25.85507767,1.70547E-11,-1.27E-12,,,,
81374.5,1302.292632,1.83E-11,25.85497487,1.70643E-11,-1.28E-12,,,,
81384.5,1302.476187,1.84E-11,25.85487226,1.70739E-11,-1.28E-12,,,,
81394.5,1302.659877,1.84E-11,25.85476983,1.70835E-11,-1.29E-12,,,,
81404.5,1302.843701,1.84E-11,25.85466758,1.70931E-11,-1.29E-12,,,,
81414.5,1303.027659,1.84E-11,25.8545655,1.71027E-11,-1.29E-12,,,,
81424.5,1303.211752,1.84E-11,25.8544636,1.71123E-11,-1.30E-12,,,,
81434.5,1303.395977,1.84E-11,25.85436188,1.71219E-11,-1.30E-12,,,,
81444.5,1303.580337,1.84E-11,25.85426034,1.71315E-11,-1.30E-12,,,,
81454.5,1303.764829,1.84E-11,25.85415897,1.7141E-11,-1.31E-12,,,,
81464.5,1303.949454,1.85E-11,25.85405779,1.71506E-11,-1.31E-12,,,,
81474.5,1304.134212,1.85E-11,25.85395677,1.71601E-11,-1.32E-12,,,,
81484.5,1304.319102,1.85E-11,25.85385593,1.71696E-11,-1.32E-12,,,,
81494.5,1304.504124,1.85E-11,25.85375527,1.71791E-11,-1.32E-12,,,,
81504.5,1304.689277,1.85E-11,25.85365478,1.71886E-11,-1.33E-12,,,,
81514.5,1304.874562,1.85E-11,25.85355447,1.71981E-11,-1.33E-12,,,,
81524.5,1305.059979,1.85E-11,25.85345433,1.72076E-11,-1.33E-12,,,,
81534.5,1305.245526,1.86E-11,25.85335437,1.72171E-11,-1.34E-12,,,,
81544.5,1305.431204,1.86E-11,25.85325457,1.72265E-11,-1.34E-12,,,,
81554.5,1305.617012,1.86E-11,25.85315496,1.7236E-11,-1.34E-12,,,,
81564.5,1305.80295,1.86E-11,25.85305551,1.72454E-11,-1.35E-12,,,,
81574.5,1305.989018,1.86E-11,25.85295624,1.72549E-11,-1.35E-12,,,,
81584.5,1306.175216,1.86E-11,25.85285714,1.72643E-11,-1.36E-12,,,,
81594.5,1306.361543,1.86E-11,25.85275821,1.72737E-11,-1.36E-12,,,,
81604.5,1306.547999,1.86E-11,25.85265945,1.72831E-11,-1.36E-12,,,,
81614.5,1306.734584,1.87E-11,25.85256086,1.72925E-11,-1.37E-12,,,,
81624.5,1306.921297,1.87E-11,25.85246244,1.73018E-11,-1.37E-12,,,,
81634.5,1307.108139,1.87E-11,25.8523642,1.73112E-11,-1.37E-12,,,,
81644.5,1307.295108,1.87E-11,25.85226612,1.73206E-11,-1.38E-12,,,,
81654.5,1307.482205,1.87E-11,25.85216821,1.73299E-11,-1.38E-12,,,,
81664.5,1307.66943,1.87E-11,25.85207048,1.73392E-11,-1.38E-12,,,,
81674.5,1307.856782,1.87E-11,25.85197291,1.73486E-11,-1.39E-12,,,,
81684.5,1308.04426,1.87E-11,25.85187551,1.73579E-11,-1.39E-12,,,,
81694.5,1308.231866,1.88E-11,25.85177827,1.73672E-11,-1.39E-12,,,,
81704.5,1308.419597,1.88E-11,25.85168121,1.73765E-11,-1.40E-12,,,,
81714.5,1308.607455,1.88E-11,25.85158431,1.73858E-11,-1.40E-12,,,,
81724.5,1308.795439,1.88E-11,25.85148758,1.73951E-11,-1.40E-12,,,,
81734.5,1308.983548,1.88E-11,25.85139102,1.74043E-11,-1.41E-12,,,,
81744.5,1309.171782,1.88E-11,25.85129462,1.74136E-11,-1.41E-12,,,,
81754.5,1309.360142,1.88E-11,25.85119839,1.74228E-11,-1.41E-12,,,,
81764.5,1309.548626,1.88E-11,25.85110232,1.74321E-11,-1.42E-12,,,,
81774.5,1309.737235,1.89E-11,25.85100642,1.74413E-11,-1.42E-12,,,,
81784.5,1309.925967,1.89E-11,25.85091069,1.74505E-11,-1.42E-12,,,,
81794.5,1310.114825,1.89E-11,25.85081511,1.74597E-11,-1.43E-12,,,,
81804.5,1310.303805,1.89E-11,25.85071971,1.74689E-11,-1.43E-12,,,,
81814.5,1310.492909,1.89E-11,25.85062446,1.74781E-11,-1.43E-12,,,,
81824.5,1310.682136,1.89E-11,25.85052938,1.74873E-11,-1.44E-12,,,,
81834.5,1310.871486,1.89E-11,25.85043446,1.74964E-11,-1.44E-12,,,,
81844.5,1311.060959,1.89E-11,25.85033971,1.75056E-11,-1.44E-12,,,,
81854.5,1311.250554,1.90E-11,25.85024512,1.75147E-11,-1.44E-12,,,,
81864.5,1311.440272,1.90E-11,25.85015069,1.75239E-11,-1.45E-12,,,,
81874.5,1311.630111,1.90E-11,25.85005642,1.7533E-11,-1.45E-12,,,,
81884.5,1311.820072,1.90E-11,25.84996231,1.75421E-11,-1.45E-12,,,,
81894.5,1312.010154,1.90E-11,25.84986837,1.75512E-11,-1.46E-12,,,,
81904.5,1312.200357,1.90E-11,25.84977458,1.75603E-11,-1.46E-12,,,,
81914.5,1312.390681,1.90E-11,25.84968095,1.75694E-11,-1.46E-12,,,,
81924.5,1312.581126,1.90E-11,25.84958749,1.75785E-11,-1.47E-12,,,,
81934.5,1312.77169,1.91E-11,25.84949418,1.75876E-11,-1.47E-12,,,,
81944.5,1312.962375,1.91E-11,25.84940103,1.75966E-11,-1.47E-12,,,,
81954.5,1313.153179,1.91E-11,25.84930805,1.76057E-11,-1.47E-12,,,,
81964.5,1313.344104,1.91E-11,25.84921522,1.76147E-11,-1.48E-12,,,,
81974.5,1313.535147,1.91E-11,25.84912254,1.76238E-11,-1.48E-12,,,,
81984.5,1313.726309,1.91E-11,25.84903003,1.76328E-11,-1.48E-12,,,,
81994.5,1313.91759,1.91E-11,25.84893767,1.76418E-11,-1.49E-12,,,,
82004.5,1314.10899,1.91E-11,25.84884547,1.76508E-11,-1.49E-12,,,,
82014.5,1314.300508,1.92E-11,25.84875343,1.76598E-11,-1.49E-12,,,,
82024.5,1314.492143,1.92E-11,25.84866154,1.76688E-11,-1.49E-12,,,,
82034.5,1314.683897,1.92E-11,25.84856981,1.76778E-11,-1.50E-12,,,,
82044.5,1314.875768,1.92E-11,25.84847824,1.76867E-11,-1.50E-12,,,,
82054.5,1315.067755,1.92E-11,25.84838682,1.76957E-11,-1.50E-12,,,,
82064.5,1315.25986,1.92E-11,25.84829555,1.77046E-11,-1.51E-12,,,,
82074.5,1315.452082,1.92E-11,25.84820444,1.77136E-11,-1.51E-12,,,,
82084.5,1315.64442,1.92E-11,25.84811349,1.77225E-11,-1.51E-12,,,,
82094.5,1315.836874,1.92E-11,25.84802268,1.77314E-11,-1.51E-12,,,,
82104.5,1316.029444,1.93E-11,25.84793203,1.77403E-11,-1.52E-12,,,,
82114.5,1316.22213,1.93E-11,25.84784154,1.77492E-11,-1.52E-12,,,,
82124.5,1316.41493,1.93E-11,25.8477512,1.77581E-11,-1.52E-12,,,,
82134.5,1316.607847,1.93E-11,25.847661,1.7767E-11,-1.52E-12,,,,
82144.5,1316.800877,1.93E-11,25.84757097,1.77759E-11,-1.53E-12,,,,
82154.5,1316.994023,1.93E-11,25.84748108,1.77847E-11,-1.53E-12,,,,
82164.5,1317.187282,1.93E-11,25.84739134,1.77936E-11,-1.53E-12,,,,
82174.5,1317.380656,1.93E-11,25.84730176,1.78024E-11,-1.53E-12,,,,
82184.5,1317.574144,1.93E-11,25.84721233,1.78113E-11,-1.54E-12,,,,
82194.5,1317.767745,1.94E-11,25.84712304,1.78201E-11,-1.54E-12,,,,
82204.5,1317.96146,1.94E-11,25.84703391,1.78289E-11,-1.54E-12,,,,
82214.5,1318.155288,1.94E-11,25.84694493,1.78377E-11,-1.55E-12,,,,
82224.5,1318.349228,1.94E-11,25.84685609,1.78465E-11,-1.55E-12,,,,
82234.5,1318.543281,1.94E-11,25.84676741,1.78553E-11,-1.55E-12,,,,
82244.5,1318.737447,1.94E-11,25.84667887,1.78641E-11,-1.55E-12,,,,
82254.5,1318.931724,1.94E-11,25.84659048,1.78729E-11,-1.55E-12,,,,
82264.5,1319.126114,1.94E-11,25.84650224,1.78817E-11,-1.56E-12,,,,
