Time (Seconds),Phase Error (ns),Frequency Error (ns/ns),Temperature (deg C),Regression,Residual,,Aging Factor (1/s),Temperature Dependence (1/degC),Offset
94135,1586.054888,2.42E-11,25.77777264,2.61269E-11,1.94E-12,,,,
94145,1586.296754,2.42E-11,25.77771238,2.6134E-11,1.95E-12,,,,
94155,1586.538655,2.42E-11,25.7776521,2.61411E-11,1.95E-12,,,,
94165,1586.78059,2.42E-11,25.77759181,2.61481E-11,1.95E-12,,,,
94175,1587.022562,2.42E-11,25.77753149,2.61552E-11,1.96E-12,,,,
94185,1587.264569,2.42E-11,25.77747115,2.61623E-11,1.96E-12,,,,
94195,1587.506611,2.42E-11,25.7774108,2.61694E-11,1.97E-12,,,,
94205,1587.748689,2.42E-11,25.77735043,2.61765E-11,1.97E-12,,,,
94215,1587.990803,2.42E-11,25.77729003,2.61836E-11,1.97E-12,,,,
94225,1588.232953,2.42E-11,25.77722961,2.61907E-11,1.98E-12,,,,
94235,1588.475138,2.42E-11,25.77716918,2.61978E-11,1.98E-12,,,,
94245,1588.717359,2.42E-11,25.77710872,2.62049E-11,1.98E-12,,,,
94255,1588.959616,2.42E-11,25.77704825,2.6212E-11,1.99E-12,,,,
94265,1589.201909,2.42E-11,25.77698775,2.62191E-11,1.99E-12,,,,
94275,1589.444238,2.42E-11,25.77692724,2.62262E-11,1.99E-12,,,,
94285,1589.686603,2.42E-11,25.7768667,2.62333E-11,2.00E-12,,,,
94295,1589.929005,2.42E-11,25.77680615,2.62404E-11,2.00E-12,,,,
94305,1590.171442,2.42E-11,25.77674558,2.62475E-11,2.00E-12,,,,
94315,1590.413916,2.42E-11,25.77668498,2.62546E-11,2.01E-12,,,,
94325,1590.656427,2.43E-11,25.77662437,2.62617E-11,2.01E-12,,,,
94335,1590.898973,2.43E-11,25.77656374,2.62688E-11,2.01E-12,,,,
94345,1591.141556,2.43E-11,25.77650309,2.6276E-11,2.02E-12,,,,
94355,1591.384177,2.43E-11,25.77644242,2.62831E-11,2.02E-12,,,,
94365,1591.626833,2.43E-11,25.77638173,2.62902E-11,2.02E-12,,,,
94375,1591.869526,2.43E-11,25.77632102,2.62973E-11,2.03E-12,,,,
94385,1592.112255,2.43E-11,25.77626029,2.63044E-11,2.03E-12,,,,
94395,1592.355021,2.43E-11,25.77619954,2.63115E-11,2.03E-12,,,,
94405,1592.597825,2.43E-11,25.77613878,2.63187E-11,2.04E-12,,,,
94415,1592.840665,2.43E-11,25.77607799,2.63258E-11,2.04E-12,,,,
94425,1593.083543,2.43E-11,25.77601719,2.63329E-11,2.05E-12,,,,
94435,1593.326457,2.43E-11,25.77595636,2.634E-11,2.05E-12,,,,
94445,1593.569409,2.43E-11,25.77589552,2.63471E-11,2.05E-12,,,,
94455,1593.812397,2.43E-11,25.77583466,2.63543E-11,2.06E-12,,,,
94465,1594.055423,2.43E-11,25.77577378,2.63614E-11,2.06E-12,,,,
94475,1594.298487,2.43E-11,25.77571288,2.63685E-11,2.06E-12,,,,
94485,1594.541587,2.43E-11,25.77565196,2.63756E-11,2.07E-12,,,,
94495,1594.784725,2.43E-11,25.77559103,2.63828E-11,2.07E-12,,,,
94505,1595.027901,2.43E-11,25.77553007,2.63899E-11,2.07E-12,,,,
94515,1595.271113,2.43E-11,25.7754691,2.6397E-11,2.08E-12,,,,
94525,1595.514365,2.43E-11,25.77540811,2.64042E-11,2.08E-12,,,,
94535,1595.757653,2.43E-11,25.7753471,2.64113E-11,2.08E-12,,,,
94545,1596.000979,2.43E-11,25.77528607,2.64184E-11,2.09E-12,,,,
94555,1596.244343,2.43E-11,25.77522502,2.64256E-11,2.09E-12,,,,
94565,1596.487745,2.43E-11,25.77516395,2.64327E-11,2.09E-12,,,,
94575,1596.731184,2.43E-11,25.77510287,2.64398E-11,2.10E-12,,,,
94585,1596.974663,2.43E-11,25.77504177,2.6447E-11,2.10E-12,,,,
94595,1597.218178,2.44E-11,25.77498065,2.64541E-11,2.10E-12,,,,
94605,1597.461732,2.44E-11,25.77491951,2.64612E-11,2.11E-12,,,,
94615,1597.705326,2.44E-11,25.77485835,2.64684E-11,2.11E-12,,,,
94625,1597.948956,2.44E-11,25.77479718,2.64755E-11,2.11E-12,,,,
94635,1598.192625,2.44E-11,25.77473598,2.64827E-11,2.12E-12,,,,
94645,1598.436331,2.44E-11,25.77467477,2.64898E-11,2.12E-12,,,,
94655,1598.680077,2.44E-11,25.77461354,2.6497E-11,2.12E-12,,,,
94665,1598.923861,2.44E-11,25.7745523,2.65041E-11,2.13E-12,,,,
94675,1599.167685,2.44E-11,25.77449103,2.65113E-11,2.13E-12,,,,
94685,1599.411545,2.44E-11,25.77442975,2.65184E-11,2.13E-12,,,,
94695,1599.655446,2.44E-11,25.77436845,2.65256E-11,2.14E-12,,,,
94705,1599.899385,2.44E-11,25.77430713,2.65327E-11,2.14E-12,,,,
94715,1600.143362,2.44E-11,25.7742458,2.65399E-11,2.14E-12,,,,
94725,1600.387379,2.44E-11,25.77418444,2.6547E-11,2.15E-12,,,,
94735,1600.631436,2.44E-11,25.77412307,2.65542E-11,2.15E-12,,,,
94745,1600.875529,2.44E-11,25.77406168,2.65613E-11,2.15E-12,,,,
94755,1601.119664,2.44E-11,25.77400028,2.65685E-11,2.16E-12,,,,
94765,1601.363836,2.44E-11,25.77393886,2.65756E-11,2.16E-12,,,,
94775,1601.608048,2.44E-11,25.77387742,2.65828E-11,2.16E-12,,,,
94785,1601.8523,2.44E-11,25.77381596,2.659E-11,2.16E-12,,,,
94795,1602.09659,2.44E-11,25.77375448,2.65971E-11,2.17E-12,,,,
94805,1602.340921,2.44E-11,25.77369299,2.66043E-11,2.17E-12,,,,
94815,1602.58529,2.44E-11,25.77363149,2.66114E-11,2.17E-12,,,,
94825,1602.829699,2.44E-11,25.77356996,2.66186E-11,2.18E-12,,,,
94835,1603.074149,2.44E-11,25.77350841,2.66258E-11,2.18E-12,,,,
94845,1603.318637,2.44E-11,25.77344685,2.66329E-11,2.18E-12,,,,
94855,1603.563165,2.45E-11,25.77338528,2.66401E-11,2.19E-12,,,,
94865,1603.807734,2.45E-11,25.77332369,2.66473E-11,2.19E-12,,,,
94875,1604.052341,2.45E-11,25.77326207,2.66544E-11,2.19E-12,,,,
94885,1604.29699,2.45E-11,25.77320045,2.66616E-11,2.20E-12,,,,
94895,1604.541678,2.45E-11,25.7731388,2.66688E-11,2.20E-12,,,,
94905,1604.786405,2.45E-11,25.77307714,2.66759E-11,2.20E-12,,,,
94915,1605.031173,2.45E-11,25.77301546,2.66831E-11,2.21E-12,,,,
94925,1605.275982,2.45E-11,25.77295377,2.66903E-11,2.21E-12,,,,
94935,1605.52083,2.45E-11,25.77289206,2.66975E-11,2.21E-12,,,,
94945,1605.765719,2.45E-11,25.77283033,2.67046E-11,2.22E-12,,,,
94955,1606.010648,2.45E-11,25.77276859,2.67118E-11,2.22E-12,,,,
94965,1606.255618,2.45E-11,25.77270683,2.6719E-11,2.22E-12,,,,
94975,1606.500629,2.45E-11,25.77264505,2.67262E-11,2.23E-12,,,,
94985,1606.745679,2.45E-11,25.77258326,2.67334E-11,2.23E-12,,,,
94995,1606.990771,2.45E-11,25.77252146,2.67405E-11,2.23E-12,,,,
95005,1607.235903,2.45E-11,25.77245963,2.67477E-11,2.23E-12,,,,
95015,1607.481076,2.45E-11,25.77239779,2.67549E-11,2.24E-12,,,,
95025,1607.726289,2.45E-11,25.77233594,2.67621E-11,2.24E-12,,,,
95035,1607.971544,2.45E-11,25.77227406,2.67693E-11,2.24E-12,,,,
95045,1608.21684,2.45E-11,25.77221218,2.67765E-11,2.25E-12,,,,
95055,1608.462177,2.45E-11,25.77215027,2.67836E-11,2.25E-12,,,,
95065,1608.707555,2.45E-11,25.77208835,2.67908E-11,2.25E-12,,,,
95075,1608.952974,2.45E-11,25.77202642,2.6798E-11,2.26E-12,,,,
95085,1609.198434,2.45E-11,25.77196447,2.68052E-11,2.26E-12,,,,
95095,1609.443936,2.46E-11,25.7719025,2.68124E-11,2.26E-12,,,,
95105,1609.689479,2.46E-11,25.77184052,2.68196E-11,2.27E-12,,,,
95115,1609.935063,2.46E-11,25.77177852,2.68268E-11,2.27E-12,,,,
95125,1610.180688,2.46E-11,25.77171651,2.6834E-11,2.27E-12,,,,
95135,1610.426356,2.46E-11,25.77165448,2.68412E-11,2.27E-12,,,,
95145,1610.672064,2.46E-11,25.77159244,2.68484E-11,2.28E-12,,,,
95155,1610.917816,2.46E-11,25.77153038,2.68556E-11,2.28E-12,,,,
95165,1611.163608,2.46E-11,25.77146831,2.68628E-11,2.28E-12,,,,
95175,1611.409442,2.46E-11,25.77140621,2.68699E-11,2.29E-12,,,,
95185,1611.655318,2.46E-11,25.77134411,2.68771E-11,2.29E-12,,,,
95195,1611.901236,2.46E-11,25.77128199,2.68843E-11,2.29E-12,,,,
95205,1612.147196,2.46E-11,25.77121986,2.68915E-11,2.30E-12,,,,
95215,1612.393198,2.46E-11,25.77115771,2.68987E-11,2.30E-12,,,,
95225,1612.639242,2.46E-11,25.77109554,2.69059E-11,2.30E-12,,,,
95235,1612.88533,2.46E-11,25.77103337,2.69132E-11,2.30E-12,,,,
95245,1613.131458,2.46E-11,25.77097118,2.69204E-11,2.31E-12,,,,
95255,1613.37763,2.46E-11,25.77090896,2.69276E-11,2.31E-12,,,,
95265,1613.623843,2.46E-11,25.77084674,2.69348E-11,2.31E-12,,,,
95275,1613.870099,2.46E-11,25.77078451,2.6942E-11,2.32E-12,,,,
95285,1614.116398,2.46E-11,25.77072225,2.69492E-11,2.32E-12,,,,
95295,1614.362739,2.46E-11,25.77065999,2.69564E-11,2.32E-12,,,,
95305,1614.609123,2.46E-11,25.77059771,2.69636E-11,2.33E-12,,,,
95315,1614.855549,2.46E-11,25.77053541,2.69708E-11,2.33E-12,,,,
95325,1615.102018,2.46E-11,25.77047311,2.6978E-11,2.33E-12,,,,
95335,1615.34853,2.47E-11,25.77041078,2.69852E-11,2.33E-12,,,,
95345,1615.595086,2.47E-11,25.77034845,2.69924E-11,2.34E-12,,,,
95355,1615.841684,2.47E-11,25.77028609,2.69997E-11,2.34E-12,,,,
95365,1616.088325,2.47E-11,25.77022373,2.70069E-11,2.34E-12,,,,
95375,1616.33501,2.47E-11,25.77016135,2.70141E-11,2.35E-12,,,,
95385,1616.581737,2.47E-11,25.77009896,2.70213E-11,2.35E-12,,,,
95395,1616.828508,2.47E-11,25.77003655,2.70285E-11,2.35E-12,,,,
95405,1617.075322,2.47E-11,25.76997413,2.70357E-11,2.35E-12,,,,
95415,1617.322179,2.47E-11,25.76991169,2.70429E-11,2.36E-12,,,,
95425,1617.569081,2.47E-11,25.76984925,2.70502E-11,2.36E-12,,,,
95435,1617.816025,2.47E-11,25.76978678,2.70574E-11,2.36E-12,,,,
95445,1618.063013,2.47E-11,25.76972431,2.70646E-11,2.37E-12,,,,
95455,1618.310045,2.47E-11,25.76966182,2.70718E-11,2.37E-12,,,,
95465,1618.55712,2.47E-11,25.76959932,2.70791E-11,2.37E-12,,,,
95475,1618.804239,2.47E-11,25.7695368,2.70863E-11,2.37E-12,,,,
95485,1619.051402,2.47E-11,25.76947427,2.70935E-11,2.38E-12,,,,
95495,1619.298609,2.47E-11,25.76941173,2.71007E-11,2.38E-12,,,,
95505,1619.54586,2.47E-11,25.76934918,2.71079E-11,2.38E-12,,,,
95515,1619.793156,2.47E-11,25.76928661,2.71152E-11,2.39E-12,,,,
95525,1620.040494,2.47E-11,25.76922403,2.71224E-11,2.39E-12,,,,
95535,1620.287877,2.47E-11,25.76916144,2.71296E-11,2.39E-12,,,,
95545,1620.535305,2.47E-11,25.76909883,2.71369E-11,2.39E-12,,,,
95555,1620.782776,2.47E-11,25.76903621,2.71441E-11,2.40E-12,,,,
95565,1621.030293,2.48E-11,25.76897358,2.71513E-11,2.40E-12,,,,
95575,1621.277853,2.48E-11,25.76891093,2.71585E-11,2.40E-12,,,,
95585,1621.525457,2.48E-11,25.76884827,2.71658E-11,2.41E-12,,,,
95595,1621.773108,2.48E-11,25.7687856,2.7173E-11,2.41E-12,,,,
95605,1622.020803,2.48E-11,25.76872292,2.71802E-11,2.41E-12,,,,
95615,1622.26854,2.48E-11,25.76866023,2.71875E-11,2.41E-12,,,,
95625,1622.516324,2.48E-11,25.76859752,2.71947E-11,2.42E-12,,,,
95635,1622.764153,2.48E-11,25.7685348,2.72019E-11,2.42E-12,,,,
95645,1623.012026,2.48E-11,25.76847207,2.72092E-11,2.42E-12,,,,
95655,1623.259945,2.48E-11,25.76840932,2.72164E-11,2.42E-12,,,,
95665,1623.507908,2.48E-11,25.76834657,2.72237E-11,2.43E-12,,,,
95675,1623.755916,2.48E-11,25.7682838,2.72309E-11,2.43E-12,,,,
95685,1624.00397,2.48E-11,25.76822102,2.72381E-11,2.43E-12,,,,
95695,1624.252069,2.48E-11,25.76815822,2.72454E-11,2.44E-12,,,,
95705,1624.500213,2.48E-11,25.76809542,2.72526E-11,2.44E-12,,,,
95715,1624.748403,2.48E-11,25.76803261,2.72599E-11,2.44E-12,,,,
95725,1624.996638,2.48E-11,25.76796978,2.72671E-11,2.44E-12,,,,
95735,1625.244918,2.48E-11,25.76790694,2.72743E-11,2.45E-12,,,,
95745,1625.493243,2.48E-11,25.76784409,2.72816E-11,2.45E-12,,,,
95755,1625.741615,2.48E-11,25.76778123,2.72888E-11,2.45E-12,,,,
95765,1625.990032,2.48E-11,25.76771835,2.72961E-11,2.45E-12,,,,
95775,1626.238496,2.48E-11,25.76765547,2.73033E-11,2.46E-12,,,,
95785,1626.487004,2.49E-11,25.76759257,2.73106E-11,2.46E-12,,,,
95795,1626.735558,2.49E-11,25.76752966,2.73178E-11,2.46E-12,,,,
95805,1626.984158,2.49E-11,25.76746674,2.73251E-11,2.47E-12,,,,
95815,1627.232805,2.49E-11,25.76740381,2.73323E-11,2.47E-12,,,,
95825,1627.481498,2.49E-11,25.76734087,2.73395E-11,2.47E-12,,,,
95835,1627.730237,2.49E-11,25.76727792,2.73468E-11,2.47E-12,,,,
95845,1627.979021,2.49E-11,25.76721496,2.7354E-11,2.48E-12,,,,
95855,1628.227853,2.49E-11,25.76715199,2.73613E-11,2.48E-12,,,,
95865,1628.476731,2.49E-11,25.767089,2.73685E-11,2.48E-12,,,,
95875,1628.725654,2.49E-11,25.76702601,2.73758E-11,2.48E-12,,,,
95885,1628.974626,2.49E-11,25.766963,2.73831E-11,2.49E-12,,,,
95895,1629.223641,2.49E-11,25.76689998,2.73903E-11,2.49E-12,,,,
95905,1629.472704,2.49E-11,25.76683696,2.73976E-11,2.49E-12,,,,
95915,1629.721815,2.49E-11,25.76677392,2.74048E-11,2.49E-12,,,,
95925,1629.970972,2.49E-11,25.76671087,2.74121E-11,2.50E-12,,,,
95935,1630.220176,2.49E-11,25.76664781,2.74193E-11,2.50E-12,,,,
95945,1630.469425,2.49E-11,25.76658474,2.74266E-11,2.50E-12,,,,
95955,1630.718723,2.49E-11,25.76652166,2.74338E-11,2.50E-12,,,,
95965,1630.968068,2.49E-11,25.76645858,2.74411E-11,2.51E-12,,,,
95975,1631.217459,2.49E-11,25.76639548,2.74484E-11,2.51E-12,,,,
95985,1631.466898,2.49E-11,25.76633237,2.74556E-11,2.51E-12,,,,
95995,1631.716383,2.49E-11,25.76626925,2.74629E-11,2.51E-12,,,,
96005,1631.965915,2.50E-11,25.76620613,2.74701E-11,2.52E-12,,,,
96015,1632.215496,2.50E-11,25.76614299,2.74774E-11,2.52E-12,,,,
96025,1632.465123,2.50E-11,25.76607984,2.74847E-11,2.52E-12,,,,
96035,1632.714799,2.50E-11,25.76601668,2.74919E-11,2.52E-12,,,,
96045,1632.964521,2.50E-11,25.76595352,2.74992E-11,2.53E-12,,,,
96055,1633.214291,2.50E-11,25.76589034,2.75064E-11,2.53E-12,,,,
96065,1633.464109,2.50E-11,25.76582715,2.75137E-11,2.53E-12,,,,
96075,1633.713974,2.50E-11,25.76576396,2.7521E-11,2.53E-12,,,,
96085,1633.963887,2.50E-11,25.76570075,2.75282E-11,2.54E-12,,,,
96095,1634.213848,2.50E-11,25.76563754,2.75355E-11,2.54E-12,,,,
96105,1634.463857,2.50E-11,25.76557432,2.75428E-11,2.54E-12,,,,
96115,1634.713914,2.50E-11,25.76551109,2.755E-11,2.54E-12,,,,
96125,1634.964019,2.50E-11,25.76544785,2.75573E-11,2.55E-12,,,,
96135,1635.214172,2.50E-11,25.7653846,2.75646E-11,2.55E-12,,,,
96145,1635.464373,2.50E-11,25.76532134,2.75718E-11,2.55E-12,,,,
96155,1635.714622,2.50E-11,25.76525807,2.75791E-11,2.55E-12,,,,
96165,1635.964919,2.50E-11,25.76519479,2.75864E-11,2.56E-12,,,,
96175,1636.215265,2.50E-11,25.76513151,2.75936E-11,2.56E-12,,,,
96185,1636.46566,2.50E-11,25.76506822,2.76009E-11,2.56E-12,,,,
96195,1636.716102,2.50E-11,25.76500492,2.76082E-11,2.56E-12,,,,
96205,1636.966594,2.50E-11,25.76494161,2.76154E-11,2.57E-12,,,,
96215,1637.217133,2.51E-11,25.76487829,2.76227E-11,2.57E-12,,,,
96225,1637.467722,2.51E-11,25.76481496,2.763E-11,2.57E-12,,,,
96235,1637.718359,2.51E-11,25.76475163,2.76373E-11,2.57E-12,,,,
96245,1637.969045,2.51E-11,25.76468829,2.76445E-11,2.58E-12,,,,
96255,1638.21978,2.51E-11,25.76462493,2.76518E-11,2.58E-12,,,,
96265,1638.470564,2.51E-11,25.76456158,2.76591E-11,2.58E-12,,,,
96275,1638.721397,2.51E-11,25.76449821,2.76663E-11,2.58E-12,,,,
96285,1638.972278,2.51E-11,25.76443483,2.76736E-11,2.59E-12,,,,
96295,1639.22321,2.51E-11,25.76437145,2.76809E-11,2.59E-12,,,,
96305,1639.47419,2.51E-11,25.76430806,2.76882E-11,2.59E-12,,,,
96315,1639.72522,2.51E-11,25.76424467,2.76954E-11,2.59E-12,,,,
96325,1639.976299,2.51E-11,25.76418126,2.77027E-11,2.59E-12,,,,
96335,1640.227426,2.51E-11,25.76411785,2.771E-11,2.60E-12,,,,
96345,1640.478604,2.51E-11,25.76405443,2.77173E-11,2.60E-12,,,,
96355,1640.729831,2.51E-11,25.763991,2.77246E-11,2.60E-12,,,,
96365,1640.981107,2.51E-11,25.76392757,2.77318E-11,2.60E-12,,,,
96375,1641.232434,2.51E-11,25.76386413,2.77391E-11,2.61E-12,,,,
96385,1641.48381,2.51E-11,25.76380068,2.77464E-11,2.61E-12,,,,
96395,1641.735235,2.51E-11,25.76373722,2.77537E-11,2.61E-12,,,,
96405,1641.98671,2.51E-11,25.76367376,2.7761E-11,2.61E-12,,,,
96415,1642.238236,2.52E-11,25.76361029,2.77682E-11,2.62E-12,,,,
96425,1642.489812,2.52E-11,25.76354682,2.77755E-11,2.62E-12,,,,
96435,1642.741437,2.52E-11,25.76348333,2.77828E-11,2.62E-12,,,,
96445,1642.993112,2.52E-11,25.76341984,2.77901E-11,2.62E-12,,,,
96455,1643.244838,2.52E-11,25.76335635,2.77974E-11,2.62E-12,,,,
96465,1643.496614,2.52E-11,25.76329285,2.78046E-11,2.63E-12,,,,
96475,1643.74844,2.52E-11,25.76322934,2.78119E-11,2.63E-12,,,,
96485,1644.000317,2.52E-11,25.76316582,2.78192E-11,2.63E-12,,,,
96495,1644.252243,2.52E-11,25.7631023,2.78265E-11,2.63E-12,,,,
96505,1644.504221,2.52E-11,25.76303877,2.78338E-11,2.64E-12,,,,
96515,1644.756248,2.52E-11,25.76297524,2.78411E-11,2.64E-12,,,,
96525,1645.008327,2.52E-11,25.7629117,2.78483E-11,2.64E-12,,,,
96535,1645.260456,2.52E-11,25.76284816,2.78556E-11,2.64E-12,,,,
96545,1645.512636,2.52E-11,25.7627846,2.78629E-11,2.64E-12,,,,
96555,1645.764866,2.52E-11,25.76272104,2.78702E-11,2.65E-12,,,,
96565,1646.017147,2.52E-11,25.76265748,2.78775E-11,2.65E-12,,,,
96575,1646.26948,2.52E-11,25.76259391,2.78848E-11,2.65E-12,,,,
96585,1646.521863,2.52E-11,25.76253034,2.78921E-11,2.65E-12,,,,
96595,1646.774298,2.52E-11,25.76246676,2.78993E-11,2.66E-12,,,,
96605,1647.026783,2.52E-11,25.76240317,2.79066E-11,2.66E-12,,,,
96615,1647.27932,2.53E-11,25.76233958,2.79139E-11,2.66E-12,,,,
96625,1647.531906,2.53E-11,25.76227599,2.79212E-11,2.66E-12,,,,
96635,1647.784546,2.53E-11,25.76221239,2.79285E-11,2.66E-12,,,,
96645,1648.037237,2.53E-11,25.76214878,2.79358E-11,2.67E-12,,,,
96655,1648.289979,2.53E-11,25.76208517,2.79431E-11,2.67E-12,,,,
96665,1648.542772,2.53E-11,25.76202155,2.79504E-11,2.67E-12,,,,
96675,1648.795617,2.53E-11,25.76195793,2.79576E-11,2.67E-12,,,,
96685,1649.048513,2.53E-11,25.7618943,2.79649E-11,2.68E-12,,,,
96695,1649.301462,2.53E-11,25.76183067,2.79722E-11,2.68E-12,,,,
96705,1649.554462,2.53E-11,25.76176704,2.79795E-11,2.68E-12,,,,
96715,1649.807514,2.53E-11,25.7617034,2.79868E-11,2.68E-12,,,,
96725,1650.060617,2.53E-11,25.76163976,2.79941E-11,2.68E-12,,,,
96735,1650.313773,2.53E-11,25.7615761,2.80014E-11,2.69E-12,,,,
96745,1650.56698,2.53E-11,25.76151245,2.80087E-11,2.69E-12,,,,
96755,1650.82024,2.53E-11,25.76144879,2.8016E-11,2.69E-12,,,,
96765,1651.073551,2.53E-11,25.76138513,2.80233E-11,2.69E-12,,,,
96775,1651.326915,2.53E-11,25.76132147,2.80306E-11,2.69E-12,,,,
96785,1651.580332,2.53E-11,25.7612578,2.80378E-11,2.70E-12,,,,
96795,1651.8338,2.53E-11,25.76119412,2.80451E-11,2.70E-12,,,,
96805,1652.08732,2.54E-11,25.76113045,2.80524E-11,2.70E-12,,,,
96815.5,1652.353574,2.54E-11,25.76106358,2.80601E-11,2.70E-12,,,,
96825.5,1652.607202,2.54E-11,25.76099989,2.80674E-11,2.70E-12,,,,
96835.5,1652.860884,2.54E-11,25.76093621,2.80747E-11,2.71E-12,,,,
96845,1653.101929,2.54E-11,25.7608757,2.80816E-11,2.71E-12,,,,
96855.5,1653.368403,2.54E-11,25.76080882,2.80893E-11,2.71E-12,,,,
96865.5,1653.622241,2.54E-11,25.76074512,2.80966E-11,2.71E-12,,,,
96875.5,1653.876133,2.54E-11,25.76068141,2.81039E-11,2.71E-12,,,,
96885.5,1654.130078,2.54E-11,25.76061771,2.81111E-11,2.72E-12,,,,
96895,1654.371375,2.54E-11,25.76055719,2.81181E-11,2.72E-12,,,,
96905.5,1654.638126,2.54E-11,25.76049029,2.81257E-11,2.72E-12,,,,
96915.5,1654.89223,2.54E-11,25.76042657,2.8133E-11,2.72E-12,,,,
96925.5,1655.146387,2.54E-11,25.76036285,2.81403E-11,2.72E-12,,,,
96935.5,1655.400597,2.54E-11,25.76029913,2.81476E-11,2.73E-12,,,,
96945.5,1655.65486,2.54E-11,25.76023541,2.81549E-11,2.73E-12,,,,
96955.5,1655.909176,2.54E-11,25.76017168,2.81622E-11,2.73E-12,,,,
96965.5,1656.163547,2.54E-11,25.76010796,2.81695E-11,2.73E-12,,,,
96975.5,1656.417969,2.54E-11,25.76004422,2.81768E-11,2.73E-12,,,,
96985.5,1656.672446,2.54E-11,25.75998049,2.81841E-11,2.74E-12,,,,
96995.5,1656.926977,2.55E-11,25.75991675,2.81914E-11,2.74E-12,,,,
97005.5,1657.18156,2.55E-11,25.75985301,2.81987E-11,2.74E-12,,,,
97015.5,1657.436198,2.55E-11,25.75978927,2.8206E-11,2.74E-12,,,,
97025.5,1657.69089,2.55E-11,25.75972553,2.82133E-11,2.74E-12,,,,
97035.5,1657.945634,2.55E-11,25.75966178,2.82206E-11,2.75E-12,,,,
97045.5,1658.200434,2.55E-11,25.75959804,2.82279E-11,2.75E-12,,,,
97055.5,1658.455287,2.55E-11,25.75953429,2.82352E-11,2.75E-12,,,,
97065.5,1658.710194,2.55E-11,25.75947054,2.82425E-11,2.75E-12,,,,
97075.5,1658.965155,2.55E-11,25.75940678,2.82498E-11,2.75E-12,,,,
97085.5,1659.22017,2.55E-11,25.75934303,2.82571E-11,2.76E-12,,,,
97095.5,1659.47524,2.55E-11,25.75927927,2.82644E-11,2.76E-12,,,,
97105.5,1659.730363,2.55E-11,25.75921552,2.82717E-11,2.76E-12,,,,
97115.5,1659.985541,2.55E-11,25.75915176,2.8279E-11,2.76E-12,,,,
97125.5,1660.240773,2.55E-11,25.759088,2.82863E-11,2.76E-12,,,,
97135.5,1660.49606,2.55E-11,25.75902424,2.82936E-11,2.76E-12,,,,
97145.5,1660.751401,2.55E-11,25.75896047,2.83009E-11,2.77E-12,,,,
97155.5,1661.006797,2.55E-11,25.75889671,2.83081E-11,2.77E-12,,,,
97165.5,1661.262247,2.55E-11,25.75883295,2.83154E-11,2.77E-12,,,,
97175.5,1661.517752,2.56E-11,25.75876918,2.83227E-11,2.77E-12,,,,
97185.5,1661.773313,2.56E-11,25.75870541,2.833E-11,2.77E-12,,,,
97195.5,1662.028926,2.56E-11,25.75864165,2.83373E-11,2.78E-12,,,,
97205.5,1662.284595,2.56E-11,25.75857788,2.83446E-11,2.78E-12,,,,
97215.5,1662.54032,2.56E-11,25.75851411,2.83519E-11,2.78E-12,,,,
97225.5,1662.796099,2.56E-11,25.75845035,2.83592E-11,2.78E-12,,,,
97235.5,1663.051934,2.56E-11,25.75838657,2.83665E-11,2.78E-12,,,,
97245.5,1663.307823,2.56E-11,25.75832281,2.83738E-11,2.78E-12,,,,
97255.5,1663.563768,2.56E-11,25.75825903,2.83811E-11,2.79E-12,,,,
97265.5,1663.819767,2.56E-11,25.75819527,2.83884E-11,2.79E-12,,,,
97275.5,1664.075822,2.56E-11,25.7581315,2.83957E-11,2.79E-12,,,,
97285.5,1664.331933,2.56E-11,25.75806773,2.8403E-11,2.79E-12,,,,
97295.5,1664.588098,2.56E-11,25.75800396,2.84103E-11,2.79E-12,,,,
97305.5,1664.84432,2.56E-11,25.75794019,2.84176E-11,2.80E-12,,,,
97315.5,1665.100596,2.56E-11,25.75787642,2.84249E-11,2.80E-12,,,,
97325.5,1665.35693,2.56E-11,25.75781265,2.84322E-11,2.80E-12,,,,
97335.5,1665.613316,2.56E-11,25.75774888,2.84395E-11,2.80E-12,,,,
97345.5,1665.869761,2.56E-11,25.75768511,2.84468E-11,2.80E-12,,,,
97355.5,1666.12626,2.56E-11,25.75762134,2.84541E-11,2.80E-12,,,,
97365.5,1666.382816,2.57E-11,25.75755758,2.84614E-11,2.81E-12,,,,
97375.5,1666.639427,2.57E-11,25.75749381,2.84687E-11,2.81E-12,,,,
97385.5,1666.896093,2.57E-11,25.75743004,2.8476E-11,2.81E-12,,,,
97395.5,1667.152817,2.57E-11,25.75736628,2.84833E-11,2.81E-12,,,,
97405.5,1667.409596,2.57E-11,25.75730251,2.84906E-11,2.81E-12,,,,
97415.5,1667.666431,2.57E-11,25.75723875,2.84979E-11,2.81E-12,,,,
97425.5,1667.923323,2.57E-11,25.75717499,2.85052E-11,2.82E-12,,,,
97435.5,1668.180271,2.57E-11,25.75711123,2.85125E-11,2.82E-12,,,,
97445.5,1668.437274,2.57E-11,25.75704747,2.85198E-11,2.82E-12,,,,
97455.5,1668.694336,2.57E-11,25.75698371,2.85271E-11,2.82E-12,,,,
97465.5,1668.951452,2.57E-11,25.75691996,2.85344E-11,2.82E-12,,,,
97475.5,1669.208625,2.57E-11,25.7568562,2.85417E-11,2.82E-12,,,,
97485.5,1669.465856,2.57E-11,25.75679245,2.8549E-11,2.83E-12,,,,
