79104,1264.65423052013,1.45551089197397e-11,25.8836560295713
79114,1264.79997935891,1.4574883878231e-11,25.8835028806243
79124,1264.94592607021,1.45946711301804e-11,25.8833499987777
79134,1265.09207082912,1.46144758909941e-11,25.8831973825727
79144,1265.2384124659,1.46341636776924e-11,25.8830450343739
79154,1265.38495170698,1.46539241075516e-11,25.8828929516385
79164,1265.53168752417,1.46735817193985e-11,25.8827411332495
79174,1265.67861949652,1.46931972354651e-11,25.8825895814225
79184,1265.82574797794,1.47128481417894e-11,25.8824382940256
79194,1265.97307284176,1.47324863821268e-11,25.882287270113
79204,1266.12059336528,1.47520523518324e-11,25.8821365110452
79214,1266.26830899343,1.47715628147125e-11,25.8819860156291
79224,1266.41622027755,1.47911284118891e-11,25.8818357821328
79234,1266.56432663277,1.48106355220079e-11,25.8816858128557
79244,1266.71262688562,1.48300252854824e-11,25.8815361048401
79254,1266.86112229526,1.4849540963769e-11,25.8813866588789
79264,1267.00981166586,1.48689370602369e-11,25.8812374744739
79274,1267.15869467705,1.48883011192083e-11,25.8810885516832
79284,1267.30777139589,1.49076718837023e-11,25.8809398886806
79294,1267.45704101771,1.49269621819258e-11,25.8807914864083
79304,1267.60650444031,1.49463422596455e-11,25.8806433440623
79314,1267.75615982339,1.49655383080244e-11,25.8804954613224
79324,1267.90600854158,1.49848718196154e-11,25.8803478371374
79334,1268.05604894459,1.50040403008461e-11,25.8802004726022
79344,1268.20628159121,1.50232646614313e-11,25.8800533662506
79354,1268.35670573637,1.50424145162106e-11,25.8799065167041
79364,1268.5073213391,1.50615602731705e-11,25.8797599254976
79374,1268.65812820569,1.50806866586208e-11,25.8796135909106
79384,1268.80912579969,1.50997593998909e-11,25.8794675135541
79394,1268.96031372249,1.51187922805548e-11,25.8793216917147
79404.5,1269.11926627904,1.51383387190955e-11,25.8791688546044
79414.5,1269.27084433287,1.51578053832054e-11,25.8790235584456
79424.5,1269.42261239141,1.51768058538437e-11,25.8788785156539
79434.5,1269.57456931099,1.51956919580698e-11,25.8787337275571
79444.5,1269.72671587765,1.52146566659212e-11,25.8785891949628
79454.5,1269.87905103341,1.52335155755281e-11,25.8784449160084
79464.5,1270.03157532588,1.52524292469025e-11,25.8783008893988
79474.5,1270.18428774551,1.52712419629097e-11,25.8781571170839
79484.5,1270.33718823642,1.52900490909815e-11,25.8780135958841
